,titolo,durata,views,n_comments,n_like,genere,subscribers,publ,max_quality,timedelta,score,class
8008,Free Running PSP Gameplay,465,133146,35,46, Gaming,1050,2009-07-26,4,0.2203194467314342,0.2105384895990627,2
8009,University Of Texas Allowing Julio Cesar Chavez Jr And Andy Lee Fight At Sun Bowl,133,1465,0,1, Sports,371,2012-06-14,4,0.393874526593117,0.1919964648004041,1
8010,P4A Bonus CD 3 - May Fool,306,11731,0,6, People & Blogs,155,2013-01-30,6,0.4317470772270706,0.2983327357198244,2
8011,Sizzleworks Culinary Video:  onions,230,1646,0,12, Education,15,2008-04-20,3,0.1442450189362753,0.0878262275964471,1
8012,NEW Gun Upgrades -- Possible Perm NX Rares!,233,2123,12,38, Gaming,13400,2013-08-07,7,0.4628684340523629,0.3200703593858149,2
8013,MW3 Epic custom game modes with LIP and friends (High five  Fire in the Hole  Infected dodge ball ),392,3449,35,170, Gaming,216000,2012-10-22,5,0.4152807508644821,0.3369516386462398,2
8014,Bracket - Mama Africa (Dance Video) #AzontoBradez,240,572870,120,4944, Music,176000,2014-09-09,6,0.5284044129754651,0.7022608302488875,4
8015,polowanie Alan  123,421,3886,1,2, Education,0,2008-09-03,3,0.1666392227893957,0.0952816645209837,1
8016,U SHOW วง นิชนันท์,276,2641,6,36, Entertainment,170000,2012-09-30,4,0.4116581590647126,0.2888236501490464,2
8017,Harmonica Rio,310,7379,10,35, Music,2570,2007-01-16,3,0.0684999176683681,0.0522434478109273,1
8018,Нижнее белье ФАБЕРЛИК.Бюстгальтер пуш ап Ольга  цвет черный,138,4273,0,35, People & Blogs,2180,2015-03-17,5,0.5595257698007574,0.4080725520208955,3
8019,2015 WNBA All-Star Top Plays: Elena Delle Donne,121,22151,3,187, Sports,215000,2015-07-24,5,0.5807673308084966,0.5405412013260416,3
8020,como descargar e instalar castle crashers para pc (1 link mega),170,2052,20,20, Gaming,67,2014-01-19,5,0.4900378725506339,0.3193161811007126,2
8021,2009 Red Wings Black Hawks Stanley Cup Western Conference Finals,248,1405,2,2, Sports,0,2009-05-17,4,0.2087930182776222,0.1064137653935347,1
8022,Rechlicz Family Christmas - Bruce Broughton Overture,136,1822,0,1, Entertainment,46,2011-11-09,4,0.3579779351226741,0.179265552005368,1
8023,Josh Hart | Dream Big  Goon Big :: 2013,286,1188,1,14, Sports,107,2013-04-27,5,0.4460727811625226,0.2666155517524239,2
8024,Auto Assembly Line part 2 - tl - 35mm - Stock Footage,249,1255,0,1, Film & Animation,11200,2010-11-04,3,0.2970525275810967,0.1419935344397744,1
8025,Spiderman in GTA Vice City,134,8337,4,5, Entertainment,721,2008-04-07,3,0.1421043965091388,0.0938914234843121,1
8026,Hack De Oro Exp Y  Gemas En Dragon City Marzo 2015,426,1373,14,14, Gaming,2170,2014-04-24,5,0.505680882595093,0.3067120045978565,2
8027,140829 Red Velvet - Happiness @ M! Countdown [1080p],219,1780,0,11, People & Blogs,4840,2014-08-28,3,0.5264284538119546,0.3204684903431526,2
8028,Fix Up 1st Tym,398,1200,0,0, Entertainment,0,2008-05-16,3,0.1485262637905483,0.0643037926763892,1
8029,Minecraft Cinematic - My Minecraft World! - Sonic Ether's Unbelievable Shaders v10,164,5693,15,103, Gaming,28500,2012-10-21,6,0.4151160876008563,0.3369163949153005,2
8030,Thorsten - If You Want To Rock You Have Got To Roll!!!,253,2868,2,4, Entertainment,0,2006-12-11,4,0.0625720401778363,0.0365688510154238,1
8031,Another Holy War Cover Eimer Edition,271,1695,12,19, Music,14,2008-07-27,3,0.160382018771612,0.1021576988730326,1
8032,Final Fantasy VI - Cids Death,289,3059,2,16, Entertainment,448,2007-08-05,3,0.101597233657171,0.0673684218342037,1
8033,"How to play ""Falling in Love with Jesus""  by Jonathan Butler",198,23995,6,61, Music,125,2011-03-01,3,0.3163181294253252,0.2745264139726199,2
8034,Rumba brava julie mayoral congreso 2012,166,1421,0,6, Entertainment,14,2012-07-31,3,0.4016136999835337,0.2257438576729097,2
8035,Braford Replacement Heifers in Nixon TX,182,1484,0,0, Pets & Animals,8800,2013-08-29,3,0.4664910258521323,0.2080161417401907,2
8036,Mas alla del cielo  Chiche Maestre y su guitarra  en RepublicaVallenata 2014,158,51184,14,226, Comedy,6710,2014-08-03,5,0.5223118722213074,0.5188597512696663,3
8037,Barkácsolás  konyha felújítás. DIY Küche renoviert. Kitchen renovations.,454,45828,8,58, Howto & Style,2300,2012-01-18,4,0.3695043635764861,0.3341662098608889,2
8038,BUILDING the MARKIII Xtra (part 3) by BRYAN MELBORN,425,23754,4,149, Howto & Style,3070,2010-11-27,4,0.300839782644492,0.2771378439080666,2
8039,Natural Hair Regimen-FGrogan,203,7639,21,221, Howto & Style,0,2014-07-14,4,0.5190186069487898,0.454596923535234,3
8040,Sollich Nut Cluster Line,133,12894,1,15, Education,659,2010-12-09,4,0.3028157418080026,0.2262765579413369,2
8041,Good Wood Snare Drums,186,2551,5,3, Entertainment,110000,2011-06-01,3,0.3314671496789066,0.1868313540714723,1
8042,Castle Crashers Level Up Glitch,322,4358,0,7, Gaming,68,2009-06-25,4,0.2152148855590318,0.1374527971751574,1
8043,Armandinho - A Ilha (Oficial),243,7626344,0,37038, Music,586000,2014-02-07,6,0.4931664745595258,0.7940248889740422,4
8044,RFP 2008  Xavi Mardi David-Rozbijeme hubu Vecernickovi-full,251,2432,1,19, Music,0,2008-07-07,3,0.1570887534990943,0.1035231623813555,1
8045,Beartooth: Beaten in Lips lyrics,216,32242,21,474, People & Blogs,4620,2014-10-14,6,0.5341676272023711,0.5396465468943187,3
8046,RUTINAS DE GYM AUMENTO DE MASA MUSCULAR - GYM WORKOUTS -,461,2482,1,4, Sports,65,2012-09-26,4,0.4109995060102091,0.2365718179065712,2
8047,SEMANA MARANHENSE DE DANÇA 2013 - CIA STREET MASTERS - São Luís/MA,316,4569,4,60, Entertainment,155,2013-09-27,6,0.471266260497283,0.3608065015302309,2
8048,Ksenia Anske dancing after completing Rosehead,212,1289,20,37, Entertainment,400,2013-12-20,6,0.4850979746418574,0.319892283807727,2
8049,【飯拍視頻】LeeSsang 八月釜山夜安可 - Gary & 吉,358,1219,1,14, People & Blogs,1260,2013-09-22,3,0.4704429441791536,0.281921476054692,2
8050,Opel Omega 3000 24V burnout,172,16583,2,17, Autos & Vehicles,56,2007-11-24,3,0.1198748559196443,0.0922794915492148,1
8051,Jungle Cat ( Felis chaus ),183,8149,6,24, Pets & Animals,10800,2011-12-20,5,0.3647291289313354,0.2722606518866232,2
8052,おえかき ジャムおじさん に変身！！アンパンマン アプリ ぬりえ Anpanman Painting,177,4473,0,1, Entertainment,23500,2014-08-02,6,0.5221472089576815,0.290113001583182,2
8053,Parques Temáticos de Orlando 2010,319,19171,6,16, Entertainment,25,2010-03-09,4,0.2575333443108842,0.1996305115688728,1
8054,majorettes de aljucer,249,1707,0,6, People & Blogs,10,2010-10-05,4,0.2921126296723201,0.1674651498902807,1
8055,"Елена Ваенга ""Принцесса""",310,311918,27,680, Music,120000,2010-04-24,4,0.2651078544376749,0.3103980757741414,2
8056,Grupo musical Huancayo-Rumba Latina- Canta  Pilar 964966904,266,7116,3,7, Music,10,2011-11-08,3,0.3578132718590482,0.2392405614353938,2
8057,REUBEN WILSON-HOT ROD,387,4582,2,23, Music,77,2009-12-13,4,0.2433723036390581,0.1725078544336947,1
8058,VALZER LENTO. - BALDUZZOLI 46 -,144,22797,8,14, Music,599,2010-03-29,3,0.2608266095834019,0.2029488964109743,2
8059,Windows 9 Video Leaks: Windows Weekly 380,203,12135,0,74, Science & Technology,242000,2014-09-17,5,0.5297217190844723,0.4438401728139418,3
8060,Silver Eagles and Round Premiums Shrinking,214,11128,68,77, News & Politics,1130,2011-12-18,3,0.3643998024040836,0.3042662835920939,2
8061,Nordirland + Donegal mit Feuerwehr Magirus,474,8827,5,18, Travel & Events,163,2014-05-08,6,0.5079861682858554,0.3731644356976823,2
8062,Limpeza: Como limpar e desodorizar o microondas muito sujo !!!,156,24222,14,0, Howto & Style,5710,2015-01-05,6,0.5478346780833196,0.3377061325590623,2
8063,Apple-ID kostenlos ohne Kreditkarte erstellen - Mit iOS 8 / 7 / 6 / 5 auf iPhone / iPad / iPod Touch,225,521080,403,3459, Science & Technology,4570,2014-07-04,6,0.5173719743125309,0.6733229382711574,4
8064,El Jefe Maestro visita Buenafuente,135,20284,41,78, Comedy,0,2007-10-03,3,0.1113123662110983,0.0971108890444139,1
8065,Elayne Kramer fots 2010.wmv,157,2570,3,8, Entertainment,162,2010-10-30,4,0.2962292112629672,0.1817725005162331,1
8066,Learn to Play Piano at Home: Introduction- 2-5-1 Essentials,155,1730,2,0, Education,65300,2012-09-20,3,0.4100115264284538,0.1866711371595626,1
8067,MAQUINA SELLADORA  PARA BOLSA DE CAMISETA DE DOS LINEAS,255,2624,3,7, Science & Technology,56,2013-04-11,4,0.4434381689445085,0.2694767629831626,2
8068,PROFESIONAL Y DIVERTIDO VIRAL DE MIXTA CERVEZA MAHOU,166,12998,1,60, People & Blogs,207,2011-04-08,3,0.3225753334431088,0.2675610078148043,2
8069,How to Use a Wet Saw to Cut Slate Tile,250,46393,24,199, Howto & Style,925000,2013-06-08,4,0.4529886382348098,0.4437734053848886,3
8070,Pouso WEB6734 SBGL-SBCF Webjet Virtual,145,1107,8,8, Travel & Events,3150,2009-04-14,4,0.203359130577968,0.1143265037593633,1
8071,Pasta in white sauce (White sauce pasta) Recipe - Delicious and very easy to make!,373,2919807,292,5923, Howto & Style,9740,2014-03-02,5,0.4969537296229211,0.7153652701420548,4
8072,EXTREME VS  MAXI BOOST EXVSMB キャロム川越インター店 4月26日 キャロム杯 準決勝 第2試合 1P MBシュピーゲル視点,264,1154,0,0, Gaming,1200,2014-05-12,5,0.5086448213403589,0.2190014964350166,2
8073,PLANTATION ALL-STARS! - NBA 2K15 MyTeam Pack Opening | NBA 2K15 Pack Opening,304,21762,0,664, Gaming,1110000000,2015-01-12,5,0.5489873209287008,0.5527197497651217,3
8074,Ebay Song,219,3390,8,26, Music,155,2007-01-04,3,0.0665239585048575,0.0464081989112128,1
8075,Bob Seger & the Silverbullet Band Betty Lou 4/2/11  021.avi,142,1725,0,6, Music,116,2011-04-02,4,0.3215873538613535,0.1845686918261621,1
8076,Stefana Vujinovic College Recruiting Video - Fall 2014,445,2561,0,0, Sports,0,2013-07-24,6,0.4605631483616005,0.2207186552884873,2
8077,STH 2007 montage - Tim Shugrue,181,1289,0,3, Sports,137,2007-06-25,3,0.0948460398485098,0.0495064581958654,1
8078,Bonsai Rückblick review 2013 Part 2 make a Bonsai,202,2695,28,58, Howto & Style,5880,2013-12-09,6,0.4832866787419727,0.3534468025599065,2
8079,The Killers - All These Things That I've Done Live Phoenix Park Dublin 13th July 2013,475,1581,0,5, Music,1880,2013-07-15,5,0.4590811789889675,0.2567155850757985,2
8080,(rds 3 4) Marvin Hagler vs Vito Antoufermo,421,2124,2,2, Sports,13700,2009-11-05,4,0.2371150996212745,0.1268321285568964,1
8081,Rammstein - Ich Tu Dir Weh live @ Knebworth  Sonisphere 2010,387,1690,6,9, Music,88,2010-08-02,4,0.2815741808002635,0.167384118464489,1
8082,Mike Terrana Drum Solo - Tarja Turunen live @ Madrid (Sala Heineken) 18/02/2012,367,8958,3,28, Music,0,2012-02-19,3,0.3747735880125144,0.2853212783146604,2
8083,E4突破!!  相信艦娘的心讓艦娘聽到啦!!,363,1820,1,6, Gaming,0,2013-11-06,5,0.4778527910423185,0.2758184364084613,2
8084,О ACR и Type 97 - Чувак дело говорит!,413,1202,9,24, Gaming,48,2014-05-18,5,0.5096328009221143,0.3208665591649247,2
8085,第62回天皇賜杯・皇后賜杯 全日本ソフトテニス選手権大会 男子3回戦5-2,357,1702,0,0, Sports,26100,2014-01-27,3,0.491355178659641,0.223215906043515,2
8086,[Maître Armand - les origines - EN RECONSTRUCTION],461,2956,8,34, Gaming,21000,2009-08-24,4,0.2250946813765849,0.1587137474399856,1
8087,Pokemon The Movie #2 - Lugia's Song Sheet Music,258,26944,46,187, Music,673,2011-08-16,5,0.3439815577144739,0.3242704700219858,2
8088,Обзор Red Dead Redodo [Симулятор додо!],453,252991,36,827, Gaming,621000,2014-06-12,5,0.5137493825127614,0.6010795898315212,4
8089,Jesús Arellano sigue festejando sus 17 años al lado de la gente.wmv,158,1579,0,3, Sports,34300,2011-02-07,5,0.3126955376255557,0.1670913183739756,1
8090,Campeon D1 2006 - Ken Nomura,325,77777,11,237, Gaming,197,2010-02-10,3,0.2530874361929853,0.2586124401148119,2
8091,Lenovo Vibe Z2 Pro Stock Android UI and Vibe UI shift made easy,304,38712,37,143, Science & Technology,27200,2014-10-07,6,0.5330149843569899,0.5055885515382185,3
8092,الامطار بالعيون الشرقية,321,4717,2,1, Science & Technology,0,2008-12-28,3,0.1857401613699983,0.1038024971855519,1
8093,Goles Segunda Fecha - Apertura 2009 [Futbol Argentino],147,1432,0,1, Sports,1720,2009-08-30,3,0.2260826609583402,0.1098907973650968,1
8094,うみのて 新曲 2012/8/23 新宿LOFT,286,2208,2,13, Music,21700,2012-08-30,4,0.4065535978923102,0.2566696527451169,2
8095,Moffat Tunnel: UP Coal Drag with 4 helpers! (MUST SEE),249,18602,8,45, Travel & Events,551,2009-03-19,4,0.199077885723695,0.1660525248447904,1
8096,Halo 2 Español Latino Nivel Delta Halo 4/4,463,9066,6,15, Education,865,2010-05-24,5,0.2700477523464515,0.1959826300059729,1
8097,Concierto Fuel Fandango y Fiesta BBM Music (Madrid y Barcelona),159,4052,2,22, Music,2409999872,2012-07-16,5,0.3991437510291454,0.278888836774985,2
8098,The WFPC Rejoice Band - Christmas Must Be Tonight - 2010,281,1137,2,5, Music,21,2010-12-08,4,0.3026510785443767,0.1631482475286619,1
8099,JGoods Custom Sneakers - Torii Hunter,127,16523,1,21, Entertainment,17200,2011-02-01,6,0.3117075580438004,0.2437025995964889,2
8100,General P - Only One/Get The Cake feat. Money C,300,1223,5,12, Entertainment,316,2013-04-20,6,0.4449201383171414,0.2628276506918961,2
8101,Brisca F1 Final 100418 Hed.mpg,245,2437,1,4, Autos & Vehicles,274,2010-05-05,4,0.2669191503375597,0.1533407669426114,1
8102,'Vertrouwen in weer een goede serie',170,1454,7,16, Howto & Style,916000,2013-02-25,4,0.4360283220813437,0.2693241511540203,2
8103,Как писать Таргетинг?,397,1411,1,7, People & Blogs,5920,2013-04-18,4,0.4445908117898897,0.2533343755293848,2
8104,Give skeleton bows or swords depending on player radius,294,55149,187,869, Gaming,103000,2014-06-26,6,0.5160546682035237,0.5573330174300454,3
8105,Unboxing de mando Scuf | Xbox 360 | Competitive Controller Spain,205,3726,9,47, Gaming,980,2013-03-18,5,0.4394862506174872,0.3245698070183361,2
8106,Planet Box vs Pottery Barn All In One,172,21231,21,104, People & Blogs,0,2015-04-11,5,0.5636423513914046,0.5030944708468649,3
8107,Various Landings and Takeoffs from Melbourne Airport,280,6885,2,8, Travel & Events,58,2007-07-25,4,0.0997859377572863,0.067235324370269,1
8108,LEZIONE DI PIANOFORTE 36 - LA SCALA BLUES,472,125095,48,467, Music,34000,2010-06-02,4,0.2715297217190844,0.2965486299694392,2
8109,the opel kadett's ballad clip & a waterboys cover,137,1495,1,1, Music,39,2007-07-06,3,0.0966573357483945,0.0472358335054527,1
8110,Terraria 1.2.4.1 - Растения для зельеварения,196,156331,124,3352, Gaming,149000,2014-08-04,6,0.5224765354849333,0.6405534716145987,4
8111,Som via Bluetooth,224,173138,210,1484, People & Blogs,265,2014-10-04,3,0.5325209945661123,0.6297047174833388,4
8112,XV Rali do Cocido 2009,199,4005,0,8, Autos & Vehicles,2020,2009-03-15,4,0.1984192326691915,0.1271294313098904,1
8113,"Grupo Rasgos - ""  Wara "" /  Peña yawar",220,1149,0,2, Music,526,2011-09-27,3,0.350897414786761,0.1745289547507101,1
8114,EMOTIONAL Ray LEWIS TRIBUTE Last Ride HD | RAY LEWIS Retirement Speech | Ray Lewis Career HIGHLIGHTS,212,62257,34,454, Sports,825,2013-02-01,6,0.4320764037543224,0.4527339954073707,3
8115,Amame - Concierto de Kiko y Shara en Carmona,273,13795,0,68, People & Blogs,29,2014-09-25,4,0.5310390251934793,0.4463976435688577,3
8116,SH Figuarts Unkh Review,335,2967,22,8, Entertainment,1310,2011-05-09,6,0.3276798946155113,0.2039455507438484,2
8117,Stick Stickly By Attack Attack Warped 09 at  Nassau Coliseum,198,1723,6,5, Music,0,2009-07-19,3,0.219166803886053,0.1237079041712583,1
8118,SANTA ROSA MOBILE HOME COMMUNITIES FOR SENIORS REAL ESTATE,139,4472,1,1, Travel & Events,0,2007-08-21,3,0.1042318458751852,0.0579113899030817,1
8119,【駅撮7】485系「かもしか」4号 秋田行 青森駅入線～発車(雪景色の元旦）,192,20055,0,0, Autos & Vehicles,39900,2008-07-01,4,0.156100773917339,0.0944269624583931,1
8120,ยูดี ทรัคส์ – เปรียบเทียบรถบรรทุก รุ่นซีดับบลิวเอ็ม และ รุ่นเควสเตอร์,190,129599,26,301, Autos & Vehicles,21500,2015-05-20,6,0.5700642186728141,0.6085732708231344,4
8121,9 24遊戯aloalo大会　六武vsライトロード　１,497,1338,0,0, People & Blogs,56,2011-09-28,4,0.3510620780503869,0.1543243069355791,1
8122,AUG A3 G By SatanSatan [PointBlank],144,7428,7,40, Gaming,5260,2013-12-24,6,0.4857566276963609,0.3745303334777089,2
8123,FIFA 2011:  Man Utd. vs. Real Madrid - GOAL  and He DOES A CARTWHEEL!,417,3969,11,13, Gaming,213000,2011-04-13,5,0.3233986497612383,0.2157520985566082,2
8124,5.3 Ret Paladin PvP - Funny 2v2 Arenas and Duel vs Unholy DK - WoW MoP,147,1492,16,49, Gaming,136000,2013-08-15,6,0.46418574016137,0.3180262793338074,2
8125,Gucci #Dukascopy,126,15475,0,5, News & Politics,39900,2014-12-02,6,0.5422361271200395,0.3787468681142683,2
8126,Frávega Mobile - Fierita te explica cómo funciona un celular Dual Chip!,123,326298,14,115, Entertainment,23600,2014-09-15,6,0.5293923925572205,0.5640719782788305,3
8127,Diablo II Necromancer Speedrun - Segment 15,200,1793,3,3, Gaming,34,2009-11-27,4,0.2407376914210439,0.1305084643574974,1
8128,The Pathfinder  A Tribute To Jay Massey by Chad Slagle,280,5379,5,49, Music,242,2014-01-15,4,0.4893792194961304,0.3736088560673667,2
8129,最熟悉的陌生人 钢琴版 piano arr. (zui shu xi de mo sheng ren),213,5176,9,27, Music,91,2009-07-22,4,0.2196607936769306,0.1594032979441152,1
8130,Making the Most of Middle School,140,21231,0,38, Education,6890,2011-10-05,4,0.3522147208957681,0.2930779304765668,2
8131,North Ridge Middle Wildcats vs North Richland Hills Middle Falcons 1/24/13,419,2279,7,11, Sports,0,2013-01-26,5,0.4310884241725671,0.2689345402614314,2
8132,Suzuki GSXR vs Caterham vs Audi RS4,336,10406,1,19, Film & Animation,44,2010-04-13,5,0.2632965585377902,0.1968870817623849,1
8133,ADTR - All I Want (acoustic guitar cover) - Gabriel e Samuel,236,3761,4,30, People & Blogs,0,2012-01-17,6,0.3693397003128602,0.2631153978968811,2
8134,Grazie di cuore ad Eugenio Corini,246,2835,2,6, Sports,0,2007-06-16,3,0.0933640704758768,0.0564168731561324,1
8135,vuelo en castellar de la frontera,191,2110,0,2, Autos & Vehicles,22,2009-07-17,4,0.2188374773588012,0.1169671136869778,1
8136,iPhone 3G iOS4 - Como criar e excluir pastas + Thetering,294,84917,13,74, Science & Technology,147,2010-06-22,4,0.2748229869916022,0.2629172058336373,2
8137,How To: Pair Multiple Bluetooth Devices to VW CC  Passat  Sportwagen  Tiguan,138,221965,28,454, Autos & Vehicles,3030,2013-04-04,6,0.4422855260991273,0.4977645244354663,3
8138,POLARIS Cutter Plotter PL740 Contour Cutting Optical Eye,429,53222,16,121, Howto & Style,4310,2014-05-06,5,0.5076568417586037,0.4862635492849223,3
8139,Brainstorm - Что ты тянешь?! (Санкт-Петербург  Космонавт),275,2134,1,19, Music,0,2012-10-30,6,0.4165980569734892,0.2712172820939116,2
8140,FURY ANIMALS ビッグスクーター（キックボード）,175,3329,1,0, Autos & Vehicles,0,2011-09-03,6,0.3469454964597398,0.1718254054578792,1
8141,"Compressorhead a 'banda de metal mais pesada do mundo"" composta por 3 robôs!",164,28612,17,297, Science & Technology,1470,2013-01-25,6,0.4309237609089412,0.4199326685155302,3
8142,Rush - Limelight - Neil Peart A drumming tribute by Ray Harber HD!,275,130000,336,750, Music,2740,2008-12-17,5,0.1839288654701136,0.2066198774987981,2
8143,The San Francisco Bay Blues performed by Bev Pegg.,143,7248,5,45, Music,238,2011-03-31,4,0.3212580273341017,0.2494739622707761,2
8144,SKT T1 K faker Rumble(페이커 럼블)Mid Highlights 2014.09.29,143,1711,0,0, Gaming,2310,2014-09-29,6,0.5316976782479829,0.2417141810501878,2
8145,Mist of Pandaria - MOP Arena 2v2 Warrior/Shadow Priest Part 2,390,3223,15,40, Entertainment,3280,2012-10-13,6,0.4137987814918492,0.2979516588788737,2
8146,ACE  Binter Canarias - ATR-72-500,309,16783,5,61, Travel & Events,103,2014-05-04,6,0.5073275152313519,0.429225352960167,3
8147,GB Geschenke :3 !,338,3799,0,0, Pets & Animals,6830,2014-03-16,4,0.4992590153136835,0.251285194678782,2
8148,Les Ambassadeurs font leur Table Ronde,217,2840,1,15, Howto & Style,6850,2013-02-28,6,0.4365223118722213,0.2858588473344677,2
8149,robert's creek saloon,175,2042,1,1, People & Blogs,0,2009-06-19,4,0.2142269059772764,0.1087701917391242,1
8150,CSO 荒蕪大樓 速跑2分48秒,197,24645,15,83, People & Blogs,82,2015-02-26,5,0.5563971677918657,0.4941123043042166,3
8151,Dirt & Jump en forêt! Commencal Absolut Al 1 & 2,243,2475,2,4, Sports,121,2011-06-22,4,0.3349250782150502,0.1927255226705919,1
8152,8 gram esbit burner,416,4154,8,20, Howto & Style,2700,2013-07-24,4,0.4605631483616005,0.3199443898948349,2
8153,Premiata Forneria Marconi (PFM) - La Terra dellAcqua @ Nearfest 09,495,3743,2,19, Music,0,2009-10-14,4,0.233492507821505,0.1600216755546091,1
8154,Hardcastle And McCormick Car Chase Scene,152,40564,18,120, Autos & Vehicles,623,2008-09-01,4,0.1663098962621439,0.1564596692974118,1
8155,Top Gear 2 - Country 2 - Race 4,192,3350,7,6, Gaming,1520,2008-08-11,3,0.1628519677260003,0.1000660421383329,1
8156,Eftersök på vildsvin med Wachtelhunden Aston,237,10107,2,24, Nonprofits & Activism,158,2013-01-09,6,0.428289148690927,0.3253381044049733,2
8157,El Gringo  Trailer Oficial,170,4395,0,20, Film & Animation,12900,2013-03-06,6,0.4375102914539766,0.3054366798080987,2
8158,Hungarian Star Wars (Episode 2),145,10491,9,24, Comedy,0,2006-11-05,3,0.0566441626873044,0.0431571650065105,1
8159,Lindas Imagens de Cardumes,217,47093,59,139, Entertainment,286,2012-09-14,5,0.4090235468466985,0.3921682723095109,2
8160,2006/1130入れ替えま戦カマタマーレ讃岐バス待ち,142,3731,1,9, People & Blogs,78,2014-11-29,3,0.5417421373291619,0.348241334041647,2
8161,[TRADUÇÃO] Angra - Millenium Sun,323,23302,15,383, Music,280,2013-04-07,3,0.4427795158900049,0.4327909272796922,3
8162,Natural Selection 2 Tutorial Update - Build 252,448,4872,26,117, Gaming,6310,2013-08-28,6,0.4663263625885065,0.377641368133057,2
8163,Festival Nunca Más 24-03-2011 03 - Malditos - Ataque Thrashero,177,3043,2,16, Music,270,2011-03-28,5,0.3207640375432241,0.21259369317104,2
8164,Fender Bass,385,39059,25,316, Music,0,2010-10-09,3,0.2927712827268236,0.2919732522850943,2
8165,N-Dubz - Wouldn't You (Live In Leeds),224,2015,0,7, Music,0,2009-04-07,4,0.2022064877325868,0.1196198789546313,1
8166,concierto 50 años conquistadores pentecostales,146,1884,0,1, Music,28,2008-06-23,3,0.1547834678083319,0.0778275984261761,1
8167,Como descargar Piano Electronico 1 Link [MEGA] ACTUALIZADO 2013,122,4579,5,4, Music,3630,2011-11-30,5,0.3614358636588177,0.2215592964554951,2
8168,Shamanism in the 2013 US Nationals Half Arabian Hunter Pleasure Futurity,197,3159,28,13, Pets & Animals,40,2013-10-26,6,0.4760414951424337,0.3109510036603766,2
8169,Road&Offroad Onboard [GOPROHD],451,4002,10,0, Autos & Vehicles,4620,2015-03-14,6,0.5590317800098797,0.2831468223482639,2
8170,Festa Yemanjá e Oxum,401,3953,1,3, People & Blogs,12,2009-05-26,4,0.2102749876502552,0.1241452779950471,1
8171,why india(mumbai)is at less 20 years behind china,300,37168,238,62, Travel & Events,0,2008-06-13,3,0.1531368351720731,0.1371461917914456,1
8172,Rocksmith Fall Out Boy - Dance  Dance Combo DLC Mastered,209,2246,0,6, Gaming,2020,2013-02-09,3,0.4333937098633295,0.2557223677064817,2
8173,Eco-Friendly Fashion Debuts - Bonnaroo Music & Arts Festival | Art Institutes | Fashion Design,347,3548,1,9, Education,19300,2011-10-07,5,0.3525440474230199,0.2255388167931601,2
8174,"陳子璇老師才華洋溢~彈鋼琴名曲""給愛麗絲""",157,11616,0,0, People & Blogs,59300,2013-01-27,5,0.431253087436193,0.2464886315770187,2
8175,LF-A in HK Lexus Showroom,121,1881,6,6, Autos & Vehicles,19,2008-10-13,4,0.173225753334431,0.100335277754684,1
8176,medicina del trabajo DEFINICIONES 02,434,12482,0,5, People & Blogs,11,2011-04-06,4,0.3222460069158571,0.220856377945402,2
8177,La Vida es un Test Drive - Cápsula L200,152,8632,1,38, Autos & Vehicles,401,2013-08-13,6,0.4638564136341182,0.3604831272842366,2
8178,Hippocampus - Sunnyboy (Official Music Video),275,20203,9,116, Music,41,2012-10-13,6,0.4137987814918492,0.3708277349327427,2
8179,Tacuary vs OLIMPIA (Relato de Bruno Pont),233,47931,23,164, Comedy,27,2011-12-11,3,0.3632471595587024,0.3523139336864822,2
8180,BUSCANDO ALGO DE FELICIDAD - CANE,192,20037,16,105, Music,4840,2010-09-21,6,0.2898073439815577,0.2578189358147475,2
8181,Craig's Mustang Bow Hunt 2012,362,3300,8,19, Autos & Vehicles,1180,2012-10-10,6,0.4133047917009715,0.2800750765068463,2
8182,Blue Sky   featuring Amabille De Lucca (bibielele),299,2387,203,149, Music,1980,2012-07-07,6,0.3976617816565124,0.3105370367357187,2
8183,Albergue Arca de Noé Córdoba,194,1223,1,8, Pets & Animals,2880,2009-06-22,3,0.2147208957681541,0.1220205924114545,1
8184,[PMV] Love Me Cheerilee Music Video(Sub Español),195,8316,27,127, Music,1140,2012-07-28,3,0.401119710192656,0.3399243228547416,2
8185,【たけのこ信玄】　ＧＪｖｓ海王神,133,6912,2,2, People & Blogs,42,2010-07-14,3,0.2784455787913716,0.169002366742192,1
8186,Beyonce - Upgrade You Concert,150,7248,2,11, Entertainment,0,2009-04-01,3,0.2012185081508315,0.1397462463454227,1
8187,How to fault find an ABS fault on a Nissan Navara D40 pickup,233,116621,17,176, Autos & Vehicles,113000,2013-02-13,5,0.434052362917833,0.4464159398564303,3
8188,Mt2 Arcanageles(PvP Classic) Prezentare by BB(2013-2014),213,2292,7,3, Gaming,157,2013-12-22,5,0.4854273011691091,0.2704374599418606,2
8189,Drawing graffiti in MS paint ''TOXY'' BY: Dudomet,284,4702,7,28, Entertainment,340,2009-06-23,4,0.21488555903178,0.1551381989987614,1
8190,Resident Evil: Outbreak file 2 - Nyx final battle,363,20212,16,182, Gaming,102000,2013-11-17,5,0.4796640869422032,0.4429680666335566,3
8191,motos tuning,151,18457,7,43, Autos & Vehicles,3720,2010-06-18,4,0.2741643339370986,0.2278075614872954,2
8192,RV1Ģ Aerobikas festivāls 2012 - Royal dance studio,144,1274,0,6, Entertainment,205,2012-12-06,6,0.4226905977276469,0.2347724699146056,2
